transaction_id,source_row_index,location_id,sector_score,para_a_discrepancy_cr,para_b_discrepancy_cr,total_discrepancy_cr,discrepancy_count,money_value_cr,district_loss_score,history_score,prior_screen_flag,prior_screen_score,risk_label,label_source,risk_category,difficulty,evidence_ids,split,dataset_version,generator_version
UCIA-0188,188,14,3.41,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0188:discrepancy-count;UCIA-0188:history;UCIA-0188:money-value;UCIA-0188:para-a;UCIA-0188:para-b;UCIA-0188:prior-screen;UCIA-0188:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0189,189,36,3.41,0.07,0.0,0.07,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0189:discrepancy-count;UCIA-0189:history;UCIA-0189:money-value;UCIA-0189:para-a;UCIA-0189:para-b;UCIA-0189:prior-screen;UCIA-0189:sector,development,uci-audit-v1,1.0.0
UCIA-0190,190,18,2.72,5.11,53.76,58.87,6,48.56,2,2,1,5.2,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0190:discrepancy-count;UCIA-0190:history;UCIA-0190:money-value;UCIA-0190:para-a;UCIA-0190:para-b;UCIA-0190:prior-screen;UCIA-0190:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0191,191,39,2.72,2.46,6.72,9.18,5,0.0,2,0,1,3.0,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0191:discrepancy-count;UCIA-0191:history;UCIA-0191:money-value;UCIA-0191:para-a;UCIA-0191:para-b;UCIA-0191:prior-screen;UCIA-0191:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0192,192,39,2.72,4.05,21.66,25.71,5,18.45,2,0,1,4.4,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0192:discrepancy-count;UCIA-0192:history;UCIA-0192:money-value;UCIA-0192:para-a;UCIA-0192:para-b;UCIA-0192:prior-screen;UCIA-0192:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0193,193,39,2.72,2.81,4.6,7.41,5,8.44,2,0,1,2.6,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0193:discrepancy-count;UCIA-0193:history;UCIA-0193:money-value;UCIA-0193:para-a;UCIA-0193:para-b;UCIA-0193:prior-screen;UCIA-0193:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0194,194,25,2.72,4.43,61.47,65.9,5,39.65,2,0,1,4.4,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0194:discrepancy-count;UCIA-0194:history;UCIA-0194:money-value;UCIA-0194:para-a;UCIA-0194:para-b;UCIA-0194:prior-screen;UCIA-0194:sector,development,uci-audit-v1,1.0.0
UCIA-0195,195,39,2.72,3.48,17.85,21.33,5,9.53,2,0,1,3.8,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0195:discrepancy-count;UCIA-0195:history;UCIA-0195:money-value;UCIA-0195:para-a;UCIA-0195:para-b;UCIA-0195:prior-screen;UCIA-0195:sector,development,uci-audit-v1,1.0.0
UCIA-0196,196,8,2.72,3.62,44.28,47.9,5,44.67,2,0,1,4.0,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0196:discrepancy-count;UCIA-0196:history;UCIA-0196:money-value;UCIA-0196:para-a;UCIA-0196:para-b;UCIA-0196:prior-screen;UCIA-0196:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0197,197,8,2.72,4.34,24.13,28.47,5,3.42,2,0,1,3.6,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0197:discrepancy-count;UCIA-0197:history;UCIA-0197:money-value;UCIA-0197:para-a;UCIA-0197:para-b;UCIA-0197:prior-screen;UCIA-0197:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0198,198,12,2.72,3.62,8.37,11.99,5,0.0,2,0,1,3.0,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0198:discrepancy-count;UCIA-0198:history;UCIA-0198:money-value;UCIA-0198:para-a;UCIA-0198:para-b;UCIA-0198:prior-screen;UCIA-0198:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0199,199,11,2.72,3.11,113.97,117.08,5,26.64,2,0,1,4.4,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0199:discrepancy-count;UCIA-0199:history;UCIA-0199:money-value;UCIA-0199:para-a;UCIA-0199:para-b;UCIA-0199:prior-screen;UCIA-0199:sector,development,uci-audit-v1,1.0.0
UCIA-0200,200,9,2.72,1.65,20.86,22.51,5,16.91,2,0,1,3.8,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,borderline,UCIA-0200:discrepancy-count;UCIA-0200:history;UCIA-0200:money-value;UCIA-0200:para-a;UCIA-0200:para-b;UCIA-0200:prior-screen;UCIA-0200:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0201,201,12,2.72,3.43,1.53,4.96,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0201:discrepancy-count;UCIA-0201:history;UCIA-0201:money-value;UCIA-0201:para-a;UCIA-0201:para-b;UCIA-0201:prior-screen;UCIA-0201:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0202,202,9,2.72,3.84,98.67,102.51,5,12.9,2,0,1,4.0,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0202:discrepancy-count;UCIA-0202:history;UCIA-0202:money-value;UCIA-0202:para-a;UCIA-0202:para-b;UCIA-0202:prior-screen;UCIA-0202:sector,development,uci-audit-v1,1.0.0
UCIA-0203,203,12,2.72,7.42,115.87,123.29,6,6.79,2,1,1,4.8,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0203:discrepancy-count;UCIA-0203:history;UCIA-0203:money-value;UCIA-0203:para-a;UCIA-0203:para-b;UCIA-0203:prior-screen;UCIA-0203:sector,development,uci-audit-v1,1.0.0
UCIA-0204,204,12,2.72,7.07,35.48,42.55,5,8.76,2,0,1,3.8,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0204:discrepancy-count;UCIA-0204:history;UCIA-0204:money-value;UCIA-0204:para-a;UCIA-0204:para-b;UCIA-0204:prior-screen;UCIA-0204:sector,development,uci-audit-v1,1.0.0
UCIA-0205,205,2,2.72,3.26,5.55,8.81,5,0.21,6,0,1,3.4,1,uci_audit_office_post_audit_finding,historical_record,standard,UCIA-0205:discrepancy-count;UCIA-0205:history;UCIA-0205:money-value;UCIA-0205:para-a;UCIA-0205:para-b;UCIA-0205:prior-screen;UCIA-0205:sector,development,uci-audit-v1,1.0.0
UCIA-0206,206,13,2.72,3.84,144.39,148.23,5,19.68,2,1,1,4.4,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0206:discrepancy-count;UCIA-0206:history;UCIA-0206:money-value;UCIA-0206:para-a;UCIA-0206:para-b;UCIA-0206:prior-screen;UCIA-0206:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0207,207,13,2.72,5.5,93.26,98.76,5,14.27,2,0,1,4.0,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0207:discrepancy-count;UCIA-0207:history;UCIA-0207:money-value;UCIA-0207:para-a;UCIA-0207:para-b;UCIA-0207:prior-screen;UCIA-0207:sector,development,uci-audit-v1,1.0.0
UCIA-0208,208,5,2.72,1.9,35.04,36.94,6,16.19,2,0,1,4.6,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,borderline,UCIA-0208:discrepancy-count;UCIA-0208:history;UCIA-0208:money-value;UCIA-0208:para-a;UCIA-0208:para-b;UCIA-0208:prior-screen;UCIA-0208:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0209,209,5,2.72,3.5,16.09,19.59,5,5.03,2,0,1,3.8,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0209:discrepancy-count;UCIA-0209:history;UCIA-0209:money-value;UCIA-0209:para-a;UCIA-0209:para-b;UCIA-0209:prior-screen;UCIA-0209:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0210,210,5,2.72,1.46,0.75,2.21,5,0.11,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0210:discrepancy-count;UCIA-0210:history;UCIA-0210:money-value;UCIA-0210:para-a;UCIA-0210:para-b;UCIA-0210:prior-screen;UCIA-0210:sector,development,uci-audit-v1,1.0.0
UCIA-0211,211,38,2.72,4.6,54.99,59.59,5,14.1,2,0,1,4.0,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0211:discrepancy-count;UCIA-0211:history;UCIA-0211:money-value;UCIA-0211:para-a;UCIA-0211:para-b;UCIA-0211:prior-screen;UCIA-0211:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0212,212,5,2.72,7.43,79.5,86.93,5,102.39,2,0,1,4.0,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0212:discrepancy-count;UCIA-0212:history;UCIA-0212:money-value;UCIA-0212:para-a;UCIA-0212:para-b;UCIA-0212:prior-screen;UCIA-0212:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0213,213,11,2.72,3.51,52.89,56.4,5,4.26,2,0,1,3.6,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0213:discrepancy-count;UCIA-0213:history;UCIA-0213:money-value;UCIA-0213:para-a;UCIA-0213:para-b;UCIA-0213:prior-screen;UCIA-0213:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0214,214,4,2.72,5.65,67.16,72.81,6,27.23,2,0,1,4.8,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0214:discrepancy-count;UCIA-0214:history;UCIA-0214:money-value;UCIA-0214:para-a;UCIA-0214:para-b;UCIA-0214:prior-screen;UCIA-0214:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0215,215,4,2.72,1.33,0.35,1.68,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0215:discrepancy-count;UCIA-0215:history;UCIA-0215:money-value;UCIA-0215:para-a;UCIA-0215:para-b;UCIA-0215:prior-screen;UCIA-0215:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0216,216,31,2.72,5.45,71.09,76.54,5,59.18,2,0,1,4.4,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0216:discrepancy-count;UCIA-0216:history;UCIA-0216:money-value;UCIA-0216:para-a;UCIA-0216:para-b;UCIA-0216:prior-screen;UCIA-0216:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0217,217,4,2.72,1.73,5.64,7.37,5,13.35,2,0,1,3.2,1,uci_audit_office_post_audit_finding,misstatement_value,borderline,UCIA-0217:discrepancy-count;UCIA-0217:history;UCIA-0217:money-value;UCIA-0217:para-a;UCIA-0217:para-b;UCIA-0217:prior-screen;UCIA-0217:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0218,218,16,2.72,6.02,135.69,141.71,6,89.64,4,0,1,5.0,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0218:discrepancy-count;UCIA-0218:history;UCIA-0218:money-value;UCIA-0218:para-a;UCIA-0218:para-b;UCIA-0218:prior-screen;UCIA-0218:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0219,219,22,2.72,3.22,55.64,58.86,5,80.8,2,0,1,4.2,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0219:discrepancy-count;UCIA-0219:history;UCIA-0219:money-value;UCIA-0219:para-a;UCIA-0219:para-b;UCIA-0219:prior-screen;UCIA-0219:sector,development,uci-audit-v1,1.0.0
UCIA-0220,220,16,2.72,2.41,5.28,7.69,5,8.95,4,0,1,3.4,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0220:discrepancy-count;UCIA-0220:history;UCIA-0220:money-value;UCIA-0220:para-a;UCIA-0220:para-b;UCIA-0220:prior-screen;UCIA-0220:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0221,221,16,2.72,2.84,64.91,67.75,5,124.59,4,0,1,4.6,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0221:discrepancy-count;UCIA-0221:history;UCIA-0221:money-value;UCIA-0221:para-a;UCIA-0221:para-b;UCIA-0221:prior-screen;UCIA-0221:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0222,222,16,2.72,1.75,0.57,2.32,5,0.0,4,0,1,2.4,1,uci_audit_office_post_audit_finding,historical_record,borderline,UCIA-0222:discrepancy-count;UCIA-0222:history;UCIA-0222:money-value;UCIA-0222:para-a;UCIA-0222:para-b;UCIA-0222:prior-screen;UCIA-0222:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0223,223,16,2.72,2.18,30.81,32.99,5,5.8,4,0,1,4.0,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0223:discrepancy-count;UCIA-0223:history;UCIA-0223:money-value;UCIA-0223:para-a;UCIA-0223:para-b;UCIA-0223:prior-screen;UCIA-0223:sector,development,uci-audit-v1,1.0.0
UCIA-0224,224,16,2.72,3.26,2.81,6.07,6,21.6,4,0,1,3.8,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0224:discrepancy-count;UCIA-0224:history;UCIA-0224:money-value;UCIA-0224:para-a;UCIA-0224:para-b;UCIA-0224:prior-screen;UCIA-0224:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0225,225,40,2.72,4.43,51.32,55.75,5,145.97,2,0,1,4.4,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0225:discrepancy-count;UCIA-0225:history;UCIA-0225:money-value;UCIA-0225:para-a;UCIA-0225:para-b;UCIA-0225:prior-screen;UCIA-0225:sector,development,uci-audit-v1,1.0.0
UCIA-0226,226,8,2.72,5.61,99.33,104.94,6,76.47,2,0,1,4.8,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0226:discrepancy-count;UCIA-0226:history;UCIA-0226:money-value;UCIA-0226:para-a;UCIA-0226:para-b;UCIA-0226:prior-screen;UCIA-0226:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0227,227,19,2.72,3.9,27.92,31.82,5,47.6,2,0,1,4.0,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0227:discrepancy-count;UCIA-0227:history;UCIA-0227:money-value;UCIA-0227:para-a;UCIA-0227:para-b;UCIA-0227:prior-screen;UCIA-0227:sector,development,uci-audit-v1,1.0.0
UCIA-0228,228,19,2.72,2.19,0.68,2.87,5,28.4,2,0,1,2.8,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0228:discrepancy-count;UCIA-0228:history;UCIA-0228:money-value;UCIA-0228:para-a;UCIA-0228:para-b;UCIA-0228:prior-screen;UCIA-0228:sector,development,uci-audit-v1,1.0.0
UCIA-0229,229,19,2.72,1.56,14.64,16.2,5,25.97,2,0,1,3.2,1,uci_audit_office_post_audit_finding,misstatement_value,borderline,UCIA-0229:discrepancy-count;UCIA-0229:history;UCIA-0229:money-value;UCIA-0229:para-a;UCIA-0229:para-b;UCIA-0229:prior-screen;UCIA-0229:sector,development,uci-audit-v1,1.0.0
UCIA-0230,230,14,2.72,4.53,87.93,92.46,5,85.81,2,0,1,4.0,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0230:discrepancy-count;UCIA-0230:history;UCIA-0230:money-value;UCIA-0230:para-a;UCIA-0230:para-b;UCIA-0230:prior-screen;UCIA-0230:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0231,231,20,2.72,4.97,42.19,47.16,5,45.37,2,0,1,4.4,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0231:discrepancy-count;UCIA-0231:history;UCIA-0231:money-value;UCIA-0231:para-a;UCIA-0231:para-b;UCIA-0231:prior-screen;UCIA-0231:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0232,232,19,2.72,2.13,0.59,2.72,5,0.76,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0232:discrepancy-count;UCIA-0232:history;UCIA-0232:money-value;UCIA-0232:para-a;UCIA-0232:para-b;UCIA-0232:prior-screen;UCIA-0232:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0233,233,19,2.72,3.66,15.47,19.13,5,1.43,2,0,1,3.6,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0233:discrepancy-count;UCIA-0233:history;UCIA-0233:money-value;UCIA-0233:para-a;UCIA-0233:para-b;UCIA-0233:prior-screen;UCIA-0233:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0234,234,19,2.72,1.64,0.19,1.83,5,1.59,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0234:discrepancy-count;UCIA-0234:history;UCIA-0234:money-value;UCIA-0234:para-a;UCIA-0234:para-b;UCIA-0234:prior-screen;UCIA-0234:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0235,235,29,2.72,4.9,98.71,103.61,5,82.99,2,1,1,4.6,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0235:discrepancy-count;UCIA-0235:history;UCIA-0235:money-value;UCIA-0235:para-a;UCIA-0235:para-b;UCIA-0235:prior-screen;UCIA-0235:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0236,236,32,2.72,5.68,67.38,73.06,5,86.7,2,1,1,4.2,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0236:discrepancy-count;UCIA-0236:history;UCIA-0236:money-value;UCIA-0236:para-a;UCIA-0236:para-b;UCIA-0236:prior-screen;UCIA-0236:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0237,237,9,2.72,3.99,92.05,96.04,5,15.14,2,1,1,4.2,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0237:discrepancy-count;UCIA-0237:history;UCIA-0237:money-value;UCIA-0237:para-a;UCIA-0237:para-b;UCIA-0237:prior-screen;UCIA-0237:sector,development,uci-audit-v1,1.0.0
UCIA-0238,238,30,2.72,3.47,47.07,50.54,5,31.38,2,0,1,4.0,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0238:discrepancy-count;UCIA-0238:history;UCIA-0238:money-value;UCIA-0238:para-a;UCIA-0238:para-b;UCIA-0238:prior-screen;UCIA-0238:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0239,239,15,2.72,2.68,38.32,41.0,5,7.17,2,0,1,3.8,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0239:discrepancy-count;UCIA-0239:history;UCIA-0239:money-value;UCIA-0239:para-a;UCIA-0239:para-b;UCIA-0239:prior-screen;UCIA-0239:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0240,240,15,2.72,2.13,42.64,44.77,5,18.24,2,0,1,4.0,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0240:discrepancy-count;UCIA-0240:history;UCIA-0240:money-value;UCIA-0240:para-a;UCIA-0240:para-b;UCIA-0240:prior-screen;UCIA-0240:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0241,241,2,2.72,4.28,1264.63,1268.91,5,58.86,6,2,1,5.2,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0241:discrepancy-count;UCIA-0241:history;UCIA-0241:money-value;UCIA-0241:para-a;UCIA-0241:para-b;UCIA-0241:prior-screen;UCIA-0241:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0242,242,1,2.72,4.36,33.91,38.27,5,6.06,6,0,1,4.8,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0242:discrepancy-count;UCIA-0242:history;UCIA-0242:money-value;UCIA-0242:para-a;UCIA-0242:para-b;UCIA-0242:prior-screen;UCIA-0242:sector,development,uci-audit-v1,1.0.0
UCIA-0243,243,2,2.72,2.23,4.54,6.77,5,22.8,6,0,1,3.2,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0243:discrepancy-count;UCIA-0243:history;UCIA-0243:money-value;UCIA-0243:para-a;UCIA-0243:para-b;UCIA-0243:prior-screen;UCIA-0243:sector,development,uci-audit-v1,1.0.0
UCIA-0244,244,12,2.72,2.0,0.32,2.32,5,5.37,2,0,1,2.6,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0244:discrepancy-count;UCIA-0244:history;UCIA-0244:money-value;UCIA-0244:para-a;UCIA-0244:para-b;UCIA-0244:prior-screen;UCIA-0244:sector,development,uci-audit-v1,1.0.0
UCIA-0245,245,7,2.72,3.04,67.37,70.41,6,77.47,2,0,1,4.8,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0245:discrepancy-count;UCIA-0245:history;UCIA-0245:money-value;UCIA-0245:para-a;UCIA-0245:para-b;UCIA-0245:prior-screen;UCIA-0245:sector,development,uci-audit-v1,1.0.0
UCIA-0246,246,22,2.72,1.19,122.07,123.26,5,15.2,2,0,1,3.8,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,borderline,UCIA-0246:discrepancy-count;UCIA-0246:history;UCIA-0246:money-value;UCIA-0246:para-a;UCIA-0246:para-b;UCIA-0246:prior-screen;UCIA-0246:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0247,247,1,2.72,1.35,0.0,1.35,6,680.14,2,0,1,3.4,1,uci_audit_office_post_audit_finding,misstatement_value,borderline,UCIA-0247:discrepancy-count;UCIA-0247:history;UCIA-0247:money-value;UCIA-0247:para-a;UCIA-0247:para-b;UCIA-0247:prior-screen;UCIA-0247:sector,development,uci-audit-v1,1.0.0
UCIA-0248,248,1,2.72,1.14,0.0,1.14,5,0.71,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0248:discrepancy-count;UCIA-0248:history;UCIA-0248:money-value;UCIA-0248:para-a;UCIA-0248:para-b;UCIA-0248:prior-screen;UCIA-0248:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0249,249,6,2.72,1.51,0.0,1.51,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0249:discrepancy-count;UCIA-0249:history;UCIA-0249:money-value;UCIA-0249:para-a;UCIA-0249:para-b;UCIA-0249:prior-screen;UCIA-0249:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0250,250,8,2.72,1.13,0.0,1.13,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0250:discrepancy-count;UCIA-0250:history;UCIA-0250:money-value;UCIA-0250:para-a;UCIA-0250:para-b;UCIA-0250:prior-screen;UCIA-0250:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0251,251,5,2.72,1.5,0.0,1.5,5,1.44,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0251:discrepancy-count;UCIA-0251:history;UCIA-0251:money-value;UCIA-0251:para-a;UCIA-0251:para-b;UCIA-0251:prior-screen;UCIA-0251:sector,development,uci-audit-v1,1.0.0
UCIA-0252,252,9,2.72,0.96,0.0,0.96,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0252:discrepancy-count;UCIA-0252:history;UCIA-0252:money-value;UCIA-0252:para-a;UCIA-0252:para-b;UCIA-0252:prior-screen;UCIA-0252:sector,development,uci-audit-v1,1.0.0
UCIA-0253,253,12,2.72,1.6,0.0,1.6,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0253:discrepancy-count;UCIA-0253:history;UCIA-0253:money-value;UCIA-0253:para-a;UCIA-0253:para-b;UCIA-0253:prior-screen;UCIA-0253:sector,development,uci-audit-v1,1.0.0
UCIA-0254,254,16,2.72,1.34,0.0,1.34,5,0.0,4,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0254:discrepancy-count;UCIA-0254:history;UCIA-0254:money-value;UCIA-0254:para-a;UCIA-0254:para-b;UCIA-0254:prior-screen;UCIA-0254:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0255,255,19,2.72,1.6,0.0,1.6,5,0.06,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0255:discrepancy-count;UCIA-0255:history;UCIA-0255:money-value;UCIA-0255:para-a;UCIA-0255:para-b;UCIA-0255:prior-screen;UCIA-0255:sector,development,uci-audit-v1,1.0.0
UCIA-0256,256,11,2.72,1.13,0.0,1.13,5,0.02,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0256:discrepancy-count;UCIA-0256:history;UCIA-0256:money-value;UCIA-0256:para-a;UCIA-0256:para-b;UCIA-0256:prior-screen;UCIA-0256:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0257,257,4,2.72,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0257:discrepancy-count;UCIA-0257:history;UCIA-0257:money-value;UCIA-0257:para-a;UCIA-0257:para-b;UCIA-0257:prior-screen;UCIA-0257:sector,development,uci-audit-v1,1.0.0
UCIA-0258,258,9,2.72,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0258:discrepancy-count;UCIA-0258:history;UCIA-0258:money-value;UCIA-0258:para-a;UCIA-0258:para-b;UCIA-0258:prior-screen;UCIA-0258:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0259,259,12,2.72,0.77,0.0,0.77,5,4.6,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0259:discrepancy-count;UCIA-0259:history;UCIA-0259:money-value;UCIA-0259:para-a;UCIA-0259:para-b;UCIA-0259:prior-screen;UCIA-0259:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0260,260,12,2.72,1.05,0.0,1.05,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0260:discrepancy-count;UCIA-0260:history;UCIA-0260:money-value;UCIA-0260:para-a;UCIA-0260:para-b;UCIA-0260:prior-screen;UCIA-0260:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0261,261,19,2.72,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0261:discrepancy-count;UCIA-0261:history;UCIA-0261:money-value;UCIA-0261:para-a;UCIA-0261:para-b;UCIA-0261:prior-screen;UCIA-0261:sector,development,uci-audit-v1,1.0.0
UCIA-0262,262,22,2.72,0.0,0.0,0.0,5,30.85,2,0,1,2.4,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0262:discrepancy-count;UCIA-0262:history;UCIA-0262:money-value;UCIA-0262:para-a;UCIA-0262:para-b;UCIA-0262:prior-screen;UCIA-0262:sector,development,uci-audit-v1,1.0.0
UCIA-0263,263,16,2.72,0.0,0.0,0.0,5,0.0,4,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0263:discrepancy-count;UCIA-0263:history;UCIA-0263:money-value;UCIA-0263:para-a;UCIA-0263:para-b;UCIA-0263:prior-screen;UCIA-0263:sector,development,uci-audit-v1,1.0.0
