"transaction_id","posted_at","fiscal_year","fiscal_period","vendor_name","vendor_id","supplier_country","gl_account","account_name","department","cost_center","region","currency","fx_rate_used","amount_original","amount_usd","debit","credit","invoice_number","po_number","payment_method","posted_by","approved_by","approval_status","document_status","related_party_flag","risk_hint","description"
"TRX-000283","2026-04-14 18:19:00","2026","P04","Keller Logistics","V-0208","UK","6600","Legal fees","Executive","CC-062","UK","GBP","1.27","19950.39","25337","25337","0","INV-010471","PO-008773","Manual journal","s.iyer","j.martin","approved","missing_sow","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000284","2026-04-15 21:32:00","2026","P04","Metro Office Supply","V-0237","APAC","6100","Travel and expense","Operations","CC-069","APAC","SGD","0.74","34764.86","25726","25726","0","INV-010508","PO-008804","UPI","m.lee","c.reed","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000285","2026-04-17 00:45:00","2026","P04","Swift Courier","V-0266","India","6600","Legal fees","Procurement","CC-076","India","USD","1","26115","26115","26115","0","INV-010545","PO-008835","Check","p.nair","v.shah","approved","pending_registry","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000286","2026-04-18 03:58:00","2026","P04","BluePeak Software","V-0295","UK","6100","Travel and expense","Facilities","CC-003","UK","INR","0.012","2208666.67","26504","26504","0","INV-010582","PO-008866","Corporate card","admin","r.menon","approved","manual_override","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000287","2026-04-19 06:11:00","2026","P04","Pioneer Freight","V-0004","APAC","6600","Legal fees","Sales","CC-010","APAC","EUR","1.08","25000","27000","27000","0","INV-010619","PO-008897","Wire","l.ortiz","n.patel","approved","duplicate_support","N","document_gap","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000288","2026-04-19 09:24:00","2026","P04","Crescent Contractors","V-0033","India","6100","Travel and expense","HR","CC-017","India","GBP","1.27","-21481.89","-27282","0","27282","INV-010656","","ACH","j.martin","p.nair","approved","complete","N","normal","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000289","2026-04-20 12:37:00","2026","P04","AdReach Media","V-0062","UK","6600","Legal fees","Marketing","CC-024","UK","SGD","0.74","37393.24","27671","27671","0","INV-010693","PO-008959","Manual journal","system","m.lee","approved","missing_sow","N","sod_review","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000290","2026-04-21 15:50:00","2026","P04","Zenith Consulting","V-0091","APAC","6100","Travel and expense","Finance","CC-031","APAC","USD","1","28060","28060","28060","0","INV-010730","PO-008990","UPI","a.anand","a.anand","self_approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000291","2026-04-22 18:03:00","2026","P04","Mehta Family Holdings","V-0120","India","6600","Legal fees","IT","CC-038","India","INR","0.012","4833333.33","58000","58000","0","INV-010767","PO-009021","Check","n.patel","j.martin","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000292","2026-04-24 23:42:00","2026","P04","Vertex Components","V-0149","UK","6100","Travel and expense","Legal","CC-045","UK","EUR","1.08","26701.85","28838","28838","0","INV-010804","PO-009052","Corporate card","rkumar","c.reed","approved","manual_override","N","sod_review","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000293","2026-04-25 00:29:00","2026","P04","Unknown Vendor","V-0178","APAC","6600","Legal fees","Executive","CC-052","APAC","GBP","1.27","23013.39","29227","29227","0","INV-010841","PO-009083","Wire","s.iyer","v.shah","approved","duplicate_support","N","document_gap","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000294","2026-04-26 03:42:00","2026","P04","SkyHigh Travel","V-0207","India","6100","Travel and expense","Operations","CC-059","India","SGD","0.74","40021.62","29616","29616","0","INV-010878","","ACH","m.lee","r.menon","manual_override","complete","N","normal","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000295","2026-04-27 06:55:00","2026","P04","GreenLeaf Facilities","V-0236","UK","6600","Legal fees","Procurement","CC-066","UK","USD","1","30005","30005","30005","0","INV-010915","PO-009145","Manual journal","p.nair","n.patel","approved","missing_sow","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000296","2026-04-27 09:08:00","2026","P04","Test Supplier LLC","V-0265","APAC","6100","Travel and expense","Facilities","CC-073","APAC","INR","0.012","2532833.33","30394","30394","0","INV-010952","PO-009176","UPI","admin","p.nair","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000297","2026-04-28 12:21:00","2026","P04","Staples Inc","V-0294","India","6600","Legal fees","Sales","CC-080","India","EUR","1.08","-28502.78","-30783","0","30783","INV-010989","PO-009207","Check","l.ortiz","m.lee","approved","pending_registry","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000298","2026-04-29 15:34:00","2026","P04","Omega Legal LLP","V-0003","UK","6100","Travel and expense","HR","CC-007","UK","GBP","1.27","24544.88","31172","31172","0","INV-011026","PO-009238","Corporate card","j.martin","a.anand","approved","manual_override","N","document_gap","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000299","2026-04-30 18:47:00","2026","P04","Rao Family Trust","V-0032","APAC","6600","Legal fees","Marketing","CC-014","APAC","SGD","0.74","42650","31561","31561","0","INV-011063","PO-009269","Wire","system","j.martin","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000300","2026-05-01 21:00:00","2026","P05","Northstar Advisory","V-0061","India","6100","Travel and expense","Finance","CC-021","India","USD","1","31950","31950","31950","0","INV-011100","","ACH","a.anand","c.reed","approved","complete","N","normal","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000301","2026-05-03 00:13:00","2026","P05","Nova Cloud Services","V-0090","UK","6600","Legal fees","IT","CC-028","UK","INR","0.012","2694916.67","32339","32339","0","INV-011137","PO-009331","Manual journal","n.patel","v.shah","approved","missing_sow","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000302","2026-05-04 03:26:00","2026","P05","Atlas Hardware","V-0119","APAC","6100","Travel and expense","Legal","CC-035","APAC","EUR","1.08","30303.7","32728","32728","0","INV-011174","PO-009362","UPI","rkumar","r.menon","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000303","2026-05-05 06:39:00","2026","P05","Keller Logistics","V-0148","India","6600","Legal fees","Executive","CC-042","India","GBP","1.27","26076.38","33117","33117","0","INV-011211","PO-009393","Check","s.iyer","n.patel","approved","pending_registry","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000304","2026-05-05 09:52:00","2026","P05","Metro Office Supply","V-0177","UK","6100","Travel and expense","Operations","CC-049","UK","SGD","0.74","45278.38","33506","33506","0","INV-011248","PO-009424","Corporate card","m.lee","p.nair","approved","manual_override","N","document_gap","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000305","2026-05-06 12:05:00","2026","P05","Swift Courier","V-0206","APAC","6600","Legal fees","Procurement","CC-056","APAC","USD","1","33895","33895","33895","0","INV-011285","PO-009455","Wire","p.nair","m.lee","approved","duplicate_support","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000306","2026-05-07 15:18:00","2026","P05","BluePeak Software","V-0235","India","6100","Travel and expense","Facilities","CC-063","India","INR","0.012","-2857000","-34284","0","34284","INV-011322","","ACH","admin","a.anand","approved","complete","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000307","2026-05-08 18:31:00","2026","P05","Pioneer Freight","V-0264","UK","6600","Legal fees","Sales","CC-070","UK","EUR","1.08","32104.63","34673","34673","0","INV-011359","PO-009517","Manual journal","l.ortiz","j.martin","approved","missing_sow","N","document_gap","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000308","2026-05-09 21:44:00","2026","P05","Crescent Contractors","V-0293","APAC","6100","Travel and expense","HR","CC-077","APAC","GBP","1.27","27607.87","35062","35062","0","INV-011396","PO-009548","UPI","j.martin","c.reed","manual_override","unsigned_invoice","N","document_gap","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000309","2026-05-11 00:57:00","2026","P05","AdReach Media","V-0002","India","6600","Legal fees","Marketing","CC-004","India","SGD","0.74","47906.76","35451","35451","0","INV-011433","PO-009579","Check","system","v.shah","approved","pending_registry","N","sod_review","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000310","2026-05-12 03:10:00","2026","P05","Zenith Consulting","V-0031","UK","6100","Travel and expense","Finance","CC-011","UK","USD","1","35840","35840","35840","0","INV-011470","PO-009610","Corporate card","a.anand","r.menon","approved","manual_override","N","document_gap","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000311","2026-05-13 06:23:00","2026","P05","Mehta Family Holdings","V-0060","APAC","6600","Legal fees","IT","CC-018","APAC","INR","0.012","3019083.33","36229","36229","0","INV-011507","PO-009641","Wire","n.patel","n.patel","self_approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000312","2026-05-13 09:36:00","2026","P05","Vertex Components","V-0089","India","6100","Travel and expense","Legal","CC-025","India","EUR","1.08","33905.56","36618","36618","0","INV-011544","","ACH","rkumar","p.nair","approved","complete","N","sod_review","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000313","2026-05-14 12:49:00","2026","P05","Unknown Vendor","V-0118","UK","6600","Legal fees","Executive","CC-032","UK","GBP","1.27","29139.37","37007","37007","0","INV-011581","PO-009703","Manual journal","s.iyer","m.lee","approved","missing_sow","N","document_gap","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000314","2026-05-15 15:02:00","2026","P05","SkyHigh Travel","V-0147","APAC","6100","Travel and expense","Operations","CC-039","APAC","SGD","0.74","50535.14","37396","37396","0","INV-011618","PO-009734","UPI","m.lee","a.anand","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000315","2026-05-16 18:15:00","2026","P05","GreenLeaf Facilities","V-0176","India","6600","Legal fees","Procurement","CC-046","India","USD","1","-37785","-37785","0","37785","INV-011655","PO-009765","Check","p.nair","j.martin","approved","pending_registry","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000316","2026-05-17 21:28:00","2026","P05","Test Supplier LLC","V-0205","UK","6100","Travel and expense","Facilities","CC-053","UK","INR","0.012","3181166.67","38174","38174","0","INV-011692","PO-009796","Corporate card","admin","c.reed","approved","manual_override","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000317","2026-05-19 00:41:00","2026","P05","Staples Inc","V-0234","APAC","6600","Legal fees","Sales","CC-060","APAC","EUR","1.08","35706.48","38563","38563","0","INV-011729","PO-009827","Wire","l.ortiz","v.shah","approved","duplicate_support","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000318","2026-05-20 03:54:00","2026","P05","Omega Legal LLP","V-0263","India","6100","Travel and expense","HR","CC-067","India","GBP","1.27","30670.87","38952","38952","0","INV-011766","","ACH","j.martin","r.menon","approved","complete","N","normal","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000319","2026-05-21 06:07:00","2026","P05","Rao Family Trust","V-0292","UK","6600","Legal fees","Marketing","CC-074","UK","SGD","0.74","53163.51","39341","39341","0","INV-011803","PO-009889","Manual journal","system","n.patel","approved","missing_sow","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000320","2026-05-21 09:20:00","2026","P05","Northstar Advisory","V-0001","APAC","6100","Travel and expense","Finance","CC-001","APAC","USD","1","39730","39730","39730","0","INV-011840","PO-009920","UPI","a.anand","p.nair","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000321","2026-05-22 12:33:00","2026","P05","Nova Cloud Services","V-0030","India","6600","Legal fees","IT","CC-008","India","INR","0.012","3343250","40119","40119","0","INV-011877","PO-009951","Check","n.patel","m.lee","approved","pending_registry","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000322","2026-05-23 15:46:00","2026","P05","Atlas Hardware","V-0059","UK","6100","Travel and expense","Legal","CC-015","UK","EUR","1.08","37507.41","40508","40508","0","INV-011914","PO-009982","Corporate card","rkumar","a.anand","manual_override","manual_override","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000323","2026-05-24 18:59:00","2026","P05","Keller Logistics","V-0088","APAC","6600","Legal fees","Executive","CC-022","APAC","GBP","1.27","32202.36","40897","40897","0","INV-011951","PO-010013","Wire","s.iyer","j.martin","approved","duplicate_support","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000324","2026-05-25 21:12:00","2026","P05","Metro Office Supply","V-0117","India","6100","Travel and expense","Operations","CC-029","India","SGD","0.74","-55791.89","-41286","0","41286","INV-011988","","ACH","m.lee","c.reed","approved","complete","N","normal","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000325","2026-05-27 00:25:00","2026","P05","Swift Courier","V-0146","UK","6600","Legal fees","Procurement","CC-036","UK","USD","1","41675","41675","41675","0","INV-012025","PO-010075","Manual journal","p.nair","v.shah","approved","missing_sow","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000326","2026-05-28 03:38:00","2026","P05","BluePeak Software","V-0175","APAC","6100","Travel and expense","Facilities","CC-043","APAC","INR","0.012","3505333.33","42064","42064","0","INV-012062","PO-010106","UPI","admin","r.menon","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000327","2026-05-29 06:51:00","2026","P05","Pioneer Freight","V-0204","India","6600","Legal fees","Sales","CC-050","India","EUR","1.08","39308.33","42453","42453","0","INV-012099","PO-010137","Check","l.ortiz","n.patel","approved","pending_registry","N","document_gap","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000328","2026-05-29 09:04:00","2026","P05","Crescent Contractors","V-0233","UK","6100","Travel and expense","HR","CC-057","UK","GBP","1.27","33858.27","43000","43000","0","INV-012136","PO-010168","Corporate card","j.martin","p.nair","approved","manual_override","N","document_gap","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000329","2026-05-30 12:17:00","2026","P05","AdReach Media","V-0262","APAC","6600","Legal fees","Marketing","CC-064","APAC","SGD","0.74","58420.27","43231","43231","0","INV-012173","PO-010199","Wire","system","m.lee","approved","duplicate_support","N","sod_review","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000330","2026-05-31 15:30:00","2026","P05","Zenith Consulting","V-0291","India","6100","Travel and expense","Finance","CC-071","India","USD","1","43620","43620","43620","0","INV-012210","","ACH","a.anand","a.anand","self_approved","complete","N","normal","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000331","2026-06-01 18:43:00","2026","P06","Mehta Family Holdings","V-0320","UK","6600","Legal fees","IT","CC-078","UK","INR","0.012","3667416.67","44009","44009","0","INV-012247","PO-010261","Manual journal","n.patel","j.martin","approved","missing_sow","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000332","2026-06-02 21:56:00","2026","P06","Vertex Components","V-0029","APAC","6100","Travel and expense","Legal","CC-005","APAC","EUR","1.08","41109.26","44398","44398","0","INV-012284","PO-010292","UPI","rkumar","c.reed","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000333","2026-06-04 00:09:00","2026","P06","Unknown Vendor","V-0058","India","6600","Legal fees","Executive","CC-012","India","GBP","1.27","-35265.35","-44787","0","44787","INV-012321","PO-010323","Check","s.iyer","v.shah","approved","pending_registry","N","document_gap","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000334","2026-06-05 03:22:00","2026","P06","SkyHigh Travel","V-0087","UK","6100","Travel and expense","Operations","CC-019","UK","SGD","0.74","61048.65","45176","45176","0","INV-012358","PO-010354","Corporate card","m.lee","r.menon","approved","manual_override","N","document_gap","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000335","2026-06-06 06:35:00","2026","P06","GreenLeaf Facilities","V-0116","APAC","6600","Legal fees","Procurement","CC-026","APAC","USD","1","45565","45565","45565","0","INV-012395","PO-010385","Wire","p.nair","p.nair","self_approved","duplicate_support","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000336","2026-06-06 09:48:00","2026","P06","Test Supplier LLC","V-0145","India","6100","Travel and expense","Facilities","CC-033","India","INR","0.012","3829500","45954","45954","0","INV-012432","","ACH","admin","p.nair","manual_override","complete","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000337","2026-06-07 12:01:00","2026","P06","Staples Inc","V-0174","UK","6600","Legal fees","Sales","CC-040","UK","EUR","1.08","42910.19","46343","46343","0","INV-012469","PO-010447","Manual journal","l.ortiz","m.lee","approved","missing_sow","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000338","2026-06-08 15:14:00","2026","P06","Omega Legal LLP","V-0203","APAC","6100","Travel and expense","HR","CC-047","APAC","GBP","1.27","36796.85","46732","46732","0","INV-012506","PO-010478","UPI","j.martin","a.anand","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000339","2026-06-09 18:27:00","2026","P06","Rao Family Trust","V-0232","India","6600","Legal fees","Marketing","CC-054","India","SGD","0.74","63677.03","47121","47121","0","INV-012543","PO-010509","Check","system","j.martin","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000340","2026-06-10 21:40:00","2026","P06","Northstar Advisory","V-0261","UK","6100","Travel and expense","Finance","CC-061","UK","USD","1","47510","47510","47510","0","INV-012580","PO-010540","Corporate card","a.anand","c.reed","approved","manual_override","N","document_gap","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000341","2026-06-12 00:53:00","2026","P06","Nova Cloud Services","V-0290","APAC","6600","Legal fees","IT","CC-068","APAC","INR","0.012","3991583.33","47899","47899","0","INV-012617","PO-010571","Wire","n.patel","v.shah","approved","duplicate_support","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000342","2026-06-13 03:06:00","2026","P06","Atlas Hardware","V-0319","India","6100","Travel and expense","Legal","CC-075","India","EUR","1.08","-44711.11","-48288","0","48288","INV-012654","","ACH","rkumar","r.menon","approved","complete","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000343","2026-06-14 06:19:00","2026","P06","Keller Logistics","V-0028","UK","6600","Legal fees","Executive","CC-002","UK","GBP","1.27","38328.35","48677","48677","0","INV-012691","PO-010633","Manual journal","s.iyer","n.patel","approved","missing_sow","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000344","2026-06-14 09:32:00","2026","P06","Metro Office Supply","V-0057","APAC","6100","Travel and expense","Operations","CC-009","APAC","SGD","0.74","66305.41","49066","49066","0","INV-012728","PO-010664","UPI","m.lee","p.nair","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000345","2026-06-15 12:45:00","2026","P06","Swift Courier","V-0086","India","6600","Legal fees","Procurement","CC-016","India","USD","1","49455","49455","49455","0","INV-012765","PO-010695","Check","p.nair","m.lee","approved","pending_registry","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000346","2026-06-16 15:58:00","2026","P06","BluePeak Software","V-0115","UK","6100","Travel and expense","Facilities","CC-023","UK","INR","0.012","4153666.67","49844","49844","0","INV-012802","PO-010726","Corporate card","admin","a.anand","approved","manual_override","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000347","2026-06-17 18:11:00","2026","P06","Pioneer Freight","V-0144","APAC","6600","Legal fees","Sales","CC-030","APAC","EUR","1.08","46512.04","50233","50233","0","INV-012839","PO-010757","Wire","l.ortiz","j.martin","approved","duplicate_support","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000348","2026-06-18 21:24:00","2026","P06","Crescent Contractors","V-0173","India","6100","Travel and expense","HR","CC-037","India","GBP","1.27","39859.84","50622","50622","0","INV-012876","","ACH","j.martin","c.reed","approved","complete","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000349","2026-06-20 00:37:00","2026","P06","AdReach Media","V-0202","UK","6600","Legal fees","Marketing","CC-044","UK","SGD","0.74","68933.78","51011","51011","0","INV-012913","PO-010819","Manual journal","system","v.shah","approved","missing_sow","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000350","2026-06-21 03:50:00","2026","P06","Zenith Consulting","V-0231","APAC","6100","Travel and expense","Finance","CC-051","APAC","USD","1","51400","51400","51400","0","INV-012950","PO-010850","UPI","a.anand","r.menon","manual_override","unsigned_invoice","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000351","2026-06-22 06:03:00","2026","P06","Mehta Family Holdings","V-0260","India","6600","Legal fees","IT","CC-058","India","INR","0.012","-4315750","-51789","0","51789","INV-012987","PO-010881","Check","n.patel","n.patel","self_approved","pending_registry","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000352","2026-06-22 09:16:00","2026","P06","Vertex Components","V-0289","UK","6100","Travel and expense","Legal","CC-065","UK","EUR","1.08","48312.96","52178","52178","0","INV-013024","PO-010912","Corporate card","rkumar","p.nair","approved","manual_override","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000353","2026-06-23 12:29:00","2026","P06","Unknown Vendor","V-0318","APAC","6600","Legal fees","Executive","CC-072","APAC","GBP","1.27","41391.34","52567","52567","0","INV-013061","PO-010943","Wire","s.iyer","m.lee","approved","duplicate_support","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000354","2026-06-24 15:42:00","2026","P06","SkyHigh Travel","V-0027","India","6100","Travel and expense","Operations","CC-079","India","SGD","0.74","71562.16","52956","52956","0","INV-013098","","ACH","m.lee","a.anand","approved","complete","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000355","2026-06-25 18:55:00","2026","P06","GreenLeaf Facilities","V-0056","UK","6600","Legal fees","Procurement","CC-006","UK","USD","1","53345","53345","53345","0","INV-013135","PO-011005","Manual journal","p.nair","j.martin","approved","missing_sow","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000356","2026-06-26 21:08:00","2026","P06","Test Supplier LLC","V-0085","APAC","6100","Travel and expense","Facilities","CC-013","APAC","INR","2.7","19901.48","53734","53734","0","INV-013172","PO-011036","UPI","admin","c.reed","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000357","2026-06-28 00:21:00","2026","P06","Staples Inc","V-0114","India","6600","Legal fees","Sales","CC-020","India","EUR","1.08","50113.89","54123","54123","0","INV-013209","PO-011067","Check","l.ortiz","v.shah","approved","pending_registry","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000358","2026-06-29 03:34:00","2026","P06","Omega Legal LLP","V-0143","UK","6100","Travel and expense","HR","CC-027","UK","GBP","1.27","42922.83","54512","54512","0","INV-013246","PO-011098","Corporate card","j.martin","r.menon","approved","manual_override","N","materiality","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000359","2026-06-30 06:47:00","2026","P06","Rao Family Trust","V-0172","APAC","6600","Legal fees","Marketing","CC-034","APAC","SGD","0.74","74190.54","54901","54901","0","INV-013283","PO-011129","Wire","system","n.patel","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000360","2026-01-01 09:00:00","2026","P01","Northstar Advisory","V-0201","India","6100","Travel and expense","Finance","CC-041","India","USD","1","-55290","-55290","0","55290","INV-013320","","ACH","a.anand","p.nair","approved","complete","N","materiality","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000361","2026-01-02 12:13:00","2026","P01","Nova Cloud Services","V-0230","UK","6600","Legal fees","IT","CC-048","UK","INR","0.012","4639916.67","55679","55679","0","INV-013357","PO-011191","Manual journal","n.patel","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000362","2026-01-03 15:26:00","2026","P01","Atlas Hardware","V-0259","APAC","6100","Travel and expense","Legal","CC-055","APAC","EUR","1.08","51914.81","56068","56068","0","INV-013394","PO-011222","UPI","rkumar","a.anand","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000363","2026-01-04 18:39:00","2026","P01","Keller Logistics","V-0288","India","6600","Legal fees","Executive","CC-062","India","GBP","1.27","44454.33","56457","56457","0","INV-013431","PO-011253","Check","s.iyer","j.martin","approved","pending_registry","N","materiality","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000364","2026-01-05 21:52:00","2026","P01","Metro Office Supply","V-0317","UK","6100","Travel and expense","Operations","CC-069","UK","SGD","0.74","76818.92","56846","56846","0","INV-013468","PO-011284","Corporate card","m.lee","c.reed","manual_override","manual_override","N","materiality","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000365","2026-01-08 23:42:00","2026","P01","Swift Courier","V-0026","APAC","6600","Legal fees","Procurement","CC-076","APAC","USD","1","57235","57235","57235","0","INV-013505","PO-011315","Wire","p.nair","v.shah","approved","duplicate_support","N","materiality","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000366","2026-01-08 03:18:00","2026","P01","BluePeak Software","V-0055","India","6100","Travel and expense","Facilities","CC-003","India","INR","0.012","4802000","57624","57624","0","INV-013542","","ACH","admin","r.menon","approved","complete","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000367","2026-01-09 06:31:00","2026","P01","Pioneer Freight","V-0084","UK","6600","Legal fees","Sales","CC-010","UK","EUR","1.08","53715.74","58013","58013","0","INV-013579","PO-011377","Manual journal","l.ortiz","n.patel","approved","missing_sow","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000368","2026-01-09 09:44:00","2026","P01","Crescent Contractors","V-0113","APAC","6100","Travel and expense","HR","CC-017","APAC","GBP","1.27","45985.83","58402","58402","0","INV-013616","PO-011408","UPI","j.martin","p.nair","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000369","2026-01-10 12:57:00","2026","P01","AdReach Media","V-0142","India","6600","Legal fees","Marketing","CC-024","India","SGD","0.74","-79729.73","-59000","0","59000","INV-013653","PO-011439","Check","system","m.lee","approved","pending_registry","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000370","2026-01-11 15:10:00","2026","P01","Zenith Consulting","V-0171","UK","6100","Travel and expense","Finance","CC-031","UK","USD","1","59180","59180","59180","0","INV-013690","PO-011470","Corporate card","a.anand","a.anand","self_approved","manual_override","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000371","2026-01-12 18:23:00","2026","P01","Mehta Family Holdings","V-0200","APAC","6600","Legal fees","IT","CC-038","APAC","INR","0.012","4964083.33","59569","59569","0","INV-013727","PO-011501","Wire","n.patel","j.martin","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000372","2026-01-13 21:36:00","2026","P01","Vertex Components","V-0229","India","6100","Travel and expense","Legal","CC-045","India","EUR","1.08","55516.67","59958","59958","0","INV-013764","","ACH","rkumar","c.reed","approved","complete","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
